vin,driver_id,start_timestamp,end_timestamp,daily_rate,region
JF3QTCQ2,DRV_8906,1155358149,,3191.27,Central
X38DHEVP,DRV_3731,1467653862,1469239999,3395.34,South-West
IQFG7TTN,DRV_9891,1056302954,1067472604,4458.0,South-East
IWA81MVE,DRV_7147,1480755782,,4367.16,West
KFM9ZMRX,DRV_6704,1492991126,1494587389,3429.81,North-East
WYWDQFWQ,DRV_8601,1319415918,1330400467,3143.2,South
6WZSL85Y,DRV_1968,1063872294,,2578.79,West
Z50VQ2FI,DRV_8689,988126837,998246214,3820.63,West
6B4626S2,DRV_9258,1323236256,1325828256,197481.69,North
J9ME1V13,DRV_5575,1533748475,1545454445,1104.68,West
9VDX0BNH,DRV_9202,1551427551,1560472853,2139.28,Overseas
SS9600Y2,DRV_3757,1553284366,1562441975,4592.71,East
GL5XV9CP,DRV_4409,1634143855,1638329174,1562.63,North
QUV9QEZG,DRV_9767,1502825050,1510282203,2393.24,South-East
4TJ0ZA1D,DRV_5889,1628980236,1642566661,3442.96,North-East
T1TZU9QE,DRV_8438,1464764423,1475883933,1857.66,North-West
1YEVYQBI,DRV_4330,1137921052,1149261457,3868.24,East
B3ODF76I,DRV_1776,969063075,977253642,846.32,West
TJDU6J35,DRV_4680,1385212696,1396883261,4665.31,North
FZPZN8VZ,DRV_2289,1265016231,1267210555,4170.13,North-West
D4C66FHT,DRV_5432,1428241182,1441358013,4053.31,East
MY7NL7UB,DRV_8939,1093702622,,3613.38,North-East
22EPPPRA,DRV_5379,1218973051,1232645431,4040.61,Central
6L4PESRS,DRV_9668,1244695643,,2623.99,Overseas
N2M35JJG,DRV_7631,1072475492,1073598856,4974.84,North-East
CVHUMKCW,DRV_8053,1030512768,1032098732,438.87,South-West
5U3VVBQE,DRV_8903,1681935567,1696810528,1868.01,South-West
UACYRVHM,DRV_5192,1430645131,1443768219,471.56,North-West
HA9L5JD4,DRV_3603,1234849932,1237441932,1177.42,West
8GPRQ12S,DRV_5942,1573297419,1585542544,3524.18,West
7FZ0921B,DRV_2617,1038800163,1043461614,3877.74,West
AFRW3J8E,DRV_9632,1448311874,1460434642,2118.44,West
GCTS8H5B,DRV_6658,1141420321,1146720765,3593.85,South-East
41O9W7BV,DRV_9186,1630852688,1643651750,3296.98,Overseas
PBBOUZY4,DRV_5099,1406284669,1408783269,1146.32,Overseas
UFQAU5SE,DRV_9146,1605999149,1616801952,1454.57,North
BPO0BMU2,DRV_9412,1198515537,1203863242,3309.44,South-East
I8E61493,DRV_1656,1482420988,1490566620,2928.14,South-West
5OU5RZQT,DRV_9005,1608460743,1623861524,2298.04,South
ANBG1CN0,DRV_7021,1472456176,1482057503,423.7,South
LQRBJDAA,DRV_2882,1424554860,1426484228,2788.24,North-East
QGDKF0Q8,DRV_0634,1011196065,1019870481,4873.62,North-East
QY0GX662,DRV_1547,1082666927,1096830919,4157.18,South-West
UNZJSZR6,DRV_3921,1621943347,1636254738,1360.57,East
XUPWHZZA,DRV_6697,1229505596,1238566395,3165.17,North-West
2SBHJ81H,DRV_5073,1269989252,1275543170,1792.3,North
2EI9212P,DRV_6003,1619945330,1634139985,1301.71,North
39201CW5,DRV_8085,1155155948,1166391533,779.06,South
U3X7CI5G,DRV_3271,1429742652,1438313557,2203.14,West
JFTKU4M6,DRV_1900,1466834487,1470721638,2777.16,South-West
X6BL7IJ9,DRV_1385,1143930112,,1159.17,North-West
EB900YEH,DRV_4092,1517163300,1527239708,2939.95,West
72T7UVKB,DRV_1065,1163153353,1177149923,1183.51,Central
FZUO88V7,DRV_4992,1406170510,1406358292,4812.59,East
M013V9OR,DRV_8287,1152563449,1159145634,1840.31,Central
V5G2L3AJ,DRV_0626,1446219311,1446876107,474.11,East
DDFGS3JO,DRV_5272,1324965102,1329496458,2660.79,South
ILVB8DM1,DRV_5707,1025312873,1033124696,768.56,North-East
C30IDMEE,DRV_8117,1636297961,1643778821,581.35,East
M8ECKC54,,1453655487,1456247487,1470.07,South-West
UEPOYXZ6,DRV_3459,1504805212,,3434.47,Overseas
X6E9E420,DRV_92,1246055258,1248647258,2159.09,South
FPHXEA17,DRV_8155,1312233113,,4229.8,Overseas
HD82P5EJ,DRV_2766,1520454243,1527340891,3041.55,Overseas
4BICZL7L,DRV_6580,1309613138,1315903129,4328.64,North
L7MUMX34,DRV_0569,1280846465,1293243603,500.43,South-West
WUJF7BUR,DRV_3716,1090057354,1098278197,1793.93,Overseas
6W51OB53,DRV_4909,1362173012,1364903949,3869.16,West
AM0KHCUM,DRV_9486,1265501086,1272694778,1609.78,North-East
QV8ONBL7,DRV_8347,1229066428,1239578756,1914.35,Overseas
GPR3RKB0,DRV_4752,1431944986,1441439890,508.07,West
VFGEQ9SS,DRV_2741,1248845645,1260367611,3181.04,South-West
MVKEJDVT,DRV_8059,1552036104,1561353767,2393.73,North
NYPU87H0,DRV_8621,1634790203,1648387672,782.9,North
82N2ATQY,DRV_9490,1470781448,,3399.03,South
LJXXD7J4,DRV_2859,1603554472,1616098009,4821.42,South-West
GWKW5OG3,DRV_8141,1508741699,1522112079,1679.23,North
KIFNZ3B2,DRV_5348,1098689027,1105929901,3737.49,East
VO4C23X5,DRV_6120,1412851848,1420346887,4984.97,Central
LOB777IH,DRV_1491,1500600398,1515006338,4782.22,West
F5YXTQ9G,DRV_9037,1023991521,,4235.36,Central
78WW40MT,DRV_6592,1023433513,1033023519,2244.68,East
J5Y48D98,DRV_2390,1424552629,1428898469,2304.64,South-West
FERFT5P0,DRV_0434,1403530550,,1874.55,North-West
CVOHAJ3Y,DRV_1528,1218801270,1224140147,4754.5,Overseas
PUYY8T2T,DRV_3280,1369278440,1377429307,890.57,North-West
45A4520S,DRV_3643,1115525269,1128872281,1179.66,South-West
H3TV3I12,DRV_5528,1649164219,1663780458,2443.31,West
LHPPU1RI,DRV_8679,1231464986,1237933842,1856.66,South-East
9ER14FFY,DRV_8757,1188422864,1192895918,2191.34,West
1C4MTHVP,DRV_2697,1575109821,1588319511,2532.01,North
HH4MPM60,DRV_2410,1646932035,,547.1,West
GFB95KNU,DRV_8570,1597131089,1610602162,4736.58,North
OBK3G84U,DRV_8445,1450332063,1464079789,2041.18,Central
PHALJ8HO,DRV_7306,1481119094,,4582.64,Central
12345678901234,DRV_7412,954619113,957211113,3799.47,East
K04V8Q8O,DRV_7944,1632579891,,4666.52,North-East
3GZ29JLF,DRV_4153,1420196236,1425790041,583.17,South-West
ZPLN1QVH,DRV_5317,1140571493,1146050992,4997.85,South-West
A7VI1LEG,DRV_4753,1362628377,1367454035,1666.93,East
TBSP8333,DRV_0427,1270880330,1275631637,1493.37,Overseas
YPUA2SJ9,DRV_6880,1433721608,1447986054,690.23,North
PBZA5XDV,DRV_5143,1111595544,,2121.85,South
VYWRJM9H,DRV_7422,1292296948,1300622422,2186.53,Central
ABXW2EOW,DRV_8417,1629180128,1632324770,1470.12,North
OA49OY92,DRV_3656,1571791789,1575504145,1628.37,South-East
VYPY2N9B,DRV_7741,1216490400,1226591198,3772.51,North-East
JT3KBXQC,DRV_8347,1123494034,1138245887,4585.8,North
ATOYVG4G,DRV_5058,1447462633,1449299991,4293.17,South-West
V1PUB4YI,DRV_9250,1036771417,1039504130,1935.9,South
QRDU9YFR,DRV_6997,1082333830,1094192013,969.97,South-West
G8SNM7V4,DRV_8544,1182211209,1185548011,1284.06,East
OHCO2MIQ,DRV_5096,981963000,984334202,1657.13,North
N57RNWY4,DRV_0184,1502369483,1509285809,4121.67,North-East
65AFU20V,DRV_9971,1060445286,1074500542,4004.5,South-East
78V3C1ED,DRV_9718,1296271549,1300248742,2215.15,Central
LUJ7G869,DRV_4850,1267563225,1279238245,1786.69,West
,DRV_3459,1232347158,1044595259,4360.18,West
MJABFHA1,DRV_7203,1173440516,1180861303,3825.58,North-East
VZWLSYSA,DRV_7312,1453762998,1468415441,3254.08,Central
4FBL98K0,DRV_9319,1100760597,1109048752,2784.08,East
JUULUNH2,DRV_8641,1329354518,1331946518,230.77,South-West
FU1NSET6,DRV_6476,1499901358,1509312392,3381.27,South-East
HZ99MFCH,DRV_3529,965697406,966124108,2433.96,West
null,DRV_1797,1289977050,1292762901,1189.77,Overseas
5AA35WFW,DRV_0454,1217565766,,2382.08,North-West
62VGEWB5,DRV_0166,1075826395,1086415824,756.41,South-West
45IP65PL,DRV_2290,1353304613,1355877436,4910.2,West
NRKNS0KM,DRV_6943,2022-13-01,1556508443,1622.45,South-West
K2V4ZPPZ,DRV_3637,1625352191,1627030582,2195.57,South-West
VBCH0Z31,DRV_0287,1261129587,1271933504,4899.1,West
E91LEUUC,DRV_1044,1214180331,1214680238,4154.45,Overseas
GMFGV5PI,DRV_9794,1453669136,1457625084,4203.24,South-West
5BDVV2P8,DRV_5295,1131696811,1132210924,4222.99,South-East
JSE17QUA,DRV_9375,1609706282,,2801.69,North-East
MB6RAIXB,DRV_7077,1093483308,,4010.99,Central
W4HXIOBC,DRV_5007,1115213167,1123494347,2651.81,South-West
PRXXQ99S,DRV_8686,982588658,988985791,1979.78,West
Q35224RT,,1326065061,1328657061,1045.65,East
V5QKIHR4,DRV_6721,1347557249,1362649453,3610.5,East
HKYIRKKB,DRV_2891,1436751766,1439560431,4691.76,South
819M073B,DRV_5168,1108271922,1118381496,1047.32,Central
1QRF87HK,DRV_9389,1407634504,,839.83,North-East
TUQG0BU0,DRV_2604,1092187401,,3713.52,North-East
9WFAYLD0,DRV_4475,1557474807,1570445998,3164.11,North-West
E93N27F9,DRV_2849,1422822436,1433129456,2228.61,West
TSX3M083,DRV_6692,1010163129,1015180719,320.34,North-East
RMSNINW8,DRV_9231,1161173703,1175199637,4079.85,North-East
RUQH1CPM,DRV_7335,1640863258,1647239893,990.86,Overseas
IBHK5FCW,DRV_4808,1047147381,1058050600,3144.28,South
0OPN9H3K,DRV_2889,1027480462,1029713179,1425.46,South
K9QS57WC,DRV_7200,1041923998,1044703939,331.94,North-West
EXH3AUP6,DRV_4387,1186692141,1198995346,2803.31,South
JRD8SPW0,DRV_0760,1405010767,1416436010,1957.68,South-West
6H5Z6TEG,DRV_0870,1382855131,1396621966,545.77,Overseas
RH49T7PF,DRV_1332,1468376018,1469596622,4366.19,South-West
F97CY0W5,DRV_7286,1539755862,1540589595,2832.45,East
OITCA2FY,DR_1234,1104396208,1106988208,2413.35,North-East
4OLN5TPI,DRV_0872,1131633301,,794.96,North-West
WU0XD5S9,DRV_2699,1369336426,1371945299,3943.81,South-West
Y2E4CLB7,DRV_9413,1514569723,,3770.21,South
none,DRV_1434,1343159341,1345285120,4147.08,Overseas
1RIZK7C5,DRV_3230,974791861,979167181,2801.45,West
3JP4HYXG,DRV_9778,1537339082,,4424.07,South
FHJ4D0JM,DRV_2109,1053955260,1054340535,4470.14,North
JY9QRBZU,DRV_3227,1645731045,1648323045,920325.15,South-East
ZY8X8XU2,DRV_0646,1024757815,1035265044,4948.18,Overseas
5NBTI1NC,DRV_9622,976104380,,4837.52,North-East
8I1WR63J,DRV_6597,1049133356,1059127034,3961.47,Central
5F4TSQ6J,DRV_2025,1061058763,1075449596,399.35,South-West
6IUD3YLR,DRV_3619,1580021636,1595477696,3641.1,South-East
XSMFKOCY,DRV_6333,1501946116,1512180008,2770.36,North
N23ZNHNS,DRV_1201,1162609518,1177855955,837.15,West
H6FUKZDT,DRV_3260,1653815893,1657271893,1621.46,Central
H3UXE0IZ,DRV_9457,1280842503,1286409236,1110.82,South-East
V16SHQXM,DRV_6135,1102829653,1110954598,2536.09,South-West
078TXBMO,DRV_0492,1630730121,1640271583,4235.27,North
TXINB1GB,DRV_7436,1271791390,,3670.93,South
L15RNL3A,DRV_4382,1008451223,1016122152,4938.01,South-West
RH3VBLYD,DRV_2528,1041771736,1045180078,4230.46,Central
FUTIAZDV,DRV_1354,1290735478,1294883813,3438.78,Central
MER6A953,DRV_2546,1550663126,1561149672,4598.25,North-East
1HIP93NU,DRV_0735,1288360297,1294202679,1224.58,South
AFWSISP7,DRV1234,1052754094,1055346094,2382.0,South-East
ZPA5CVOJ,DRV_7511,1362544155,1363882598,1795.36,North-East
JR3OSVFB,DRV_7162,1259102014,1271597875,3392.59,South-West
ICJXC3XL,DRV_0775,1278841029,1279986264,3110.83,West
ZUCP6V09,DRV_3541,1188037317,1190144313,3778.48,North
SR7I0SAS,DRV_4531,1303761366,1306147085,1858.11,North-East
TOFZR896,DRV_9833,977320044,991952637,4102.57,North-West
RZGZX1YF,DRV_5221,1180405064,1187986620,4102.75,North-West
LF835GPO,DRV_2124,1105605405,1110274240,1891.45,Central
GWKW5OG3,DRV_1279,1586426285,,4883.6,West
VEVO9ODG,DRV_6883,1642141137,1655393347,3093.97,Overseas
UHPO9LQY,DRV_3217,1478539195,1493571104,2244.45,Overseas
URP6FRR3,DRV_6078,994425558,998374322,2316.58,Central
X2BMHN3Q,DRV_6365,1189239388,1204096647,3982.17,South-East
UGT47S15,DRV_7358,979204177,992096520,2188.32,Overseas
XVSYWOEZ,DRV_2866,1617983572,,1561.19,North-East
TIRD5ECF,DRV_6747,1277889710,1286632504,4337.41,South-East
LGSMALVL,DRV_2962,1162581850,1176784569,1198.72,South
ZXOZWWBD,DRV_1619,1366064451,1372584966,379.82,Overseas
8IR47FE3,DRV_8000,993973109,995777152,3234.73,South-East
U7OT62HB,DRV_9948,1448359959,,1594.59,North-East
OAC6T0LT,DRV_5411,1327081415,1334005112,2557.39,South-West
HFK78W92,DRV_8014,1151243564,1161088993,2171.93,North-East
BY2OWOSI,DRV_9202,1443126817,1451971670,2592.0,North-West
W9O01E4Z,DRV_8258,991653505,993325807,3327.38,Overseas
4LIB1X56,DRV_3933,1420432884,1423093206,1018.18,East
45388AOR,DRV_1763,1167915183,1176390067,1830.08,South-West
PNRP2307,DRV_8048,1183760774,1198386893,4990.01,North
R3SXD8WG,DRV_6483,1323557698,1333347306,4605.59,East
W8ZUYLFZ,DRV_5121,1446255466,1449450682,2438.44,South-East
ILVB8DM1,DRV_0369,1371067351,1378036539,864.76,Central
GZY4FCNN,DRV_6918,1605841921,1609155255,1579.98,South
INONMTR1,DRV_2061,1129832765,1142015303,3433.12,North
MNLH8H0K,DRV_3245,965305501,967897501,1061.89,North-West
LZIKQJMK,DRV_7704,1114853993,1116106301,2364.69,Overseas
2Y3C0EQ4,DRV_1970,1591314115,,3700.1,Overseas
L2R6K5U9,DRV_1446,1137944739,,4255.17,North-East
MCO075RE,DRV_5015,1336517918,1337552753,1256.23,South-East
UIRVUFN0,DRV_0199,1484700184,1492030324,2388.27,South-West
I3LV1RHD,DRV_7007,1040019832,1051495990,4731.22,North-East
BQT8HH10,DRV_9475,1209320628,1219730002,863.75,Overseas
AW7PDRIU,DRV_5636,1469315917,1484512534,1028.2,Overseas
60V4N5FI,DRV_6404,1194792278,1201254715,1176.44,North
R2XHI22R,DRV_0265,1398225271,1404397865,2188.67,East
WA0HRLWC,DRV_6101,1284544730,,3139.84,East
SLCDAWRK,DRV_7493,1024292237,1028707754,1184.46,Central
KAYWQ9P9,DRV_2439,1385363167,1389393970,4830.01,North
TWWE3AZS,DRV_1718,1135550433,1138051722,2353.98,South
GH9DJ8D3,DRV_7973,1457177918,1463226343,835.28,North-West
NH5B4GUU,DRV_3311,1512505999,1527102824,1218.95,East
4B09V07O,DRV_1447,1345960988,1355256729,2025.33,North
QEGE5EKF,DRV_1583,1262422770,1276793984,4185.94,South
F1PO9XLC,DRV_0336,974724453,980861627,3924.03,Overseas
8HNYDZ0B,DRV_5172,1006315070,1017433404,377.4,Central
APMODOXG,DRV_2072,1361794583,1365144864,1398.45,South
KH1XLLF6,DRV_4761,1424600482,1433878903,1167.41,West
F6JYLI5G,DRV_0970,1175733225,1179763205,4555.33,West
5ZTVL6ZN,DRV_0188,1270040788,1271188803,1140.92,East
25XJYJQ9,DRV_6876,1286463830,1294237842,1565.57,Overseas
7RP9QQZP,DRV_9153,998316755,1004776772,3429.75,South
GBQD5NXA,DRV_2931,1017544061,1031648984,4695.78,West
TOOSHORT,DRV_8608,1099777831,1102369831,2175.31,East
R8XIIKYE,drv_1234,1618235369,1620827369,347.48,North-West
2BDRCC0X,DRV_3633,01/32/2021,1364300589,3855.51,Overseas
JRD8SPW0,DRV_4786,1626522025,1633437135,2623.95,South-West
8EICFARY,DRV_5063,1066326073,1078690724,2192.38,North
0WOEKWKG,DRV_7920,1515578984,1528810327,3831.57,Overseas
VTXBWTHW,DRV_5167,1404741590,1405437641,4376.52,South
590NBL9L,DRV_3870,1248020782,,4917.75,South
KH50K2T9,DRV_5495,1268596901,1278624445,851.37,Central
TAT05IQ2,DRV_2371,1194483075,,3405.91,South-West
3HS0IXJI,DRV_0343,1652403810,1655264394,2188.86,North-West
DCBHHLK3,DRV_5475,969958153,976134444,1434.87,Central
KIWRIQRP,DRV_9783,1013707300,1020365065,2311.53,South
EX1WDP1T,DRV_4947,1611909578,,4704.71,East
ZHHIZEBG,DRV_5453,1153351823,1155943823,-175.45,North-West
KLXWGQS7,DRV_2906,1206366383,1217312108,1898.37,North-East
6DDTBYRG,DRV_3730,1378144367,1383675183,2377.22,North
BBDRVW9F,DRV_1229,1608575461,1623513398,4889.24,East
B0U2HVMB,DRV_3079,1355621564,1366386808,1426.98,South
UB10LU04,DRV_1890,1050913940,,4376.96,East
U4JFKNR1,DRV_6161,1347987032,1349757825,1962.69,Overseas
G577E8FG,DRV_5163,1619520135,1620311426,2044.97,South
4LOA4NH7,DRV_1180,1221352721,1228640081,3540.86,South-East
XQRW39HP,DRV_3649,1166099463,,4749.21,Central
,DRV_5187,1325463636,959384978,1148.57,North
PBW96GIY,DRV_7367,1478661920,1483846118,1114.98,West
JGXJ8ECC,DRV_0174,1381376332,1393192375,545.84,South
0D4DMC2R,DRV_5378,1579391961,1583995418,4630.23,South-East
P5WLF0LL,DRV_3506,1007104733,1014712079,1942.22,Overseas
8ISGAZLJ,DRV_0297,1212955662,1221681287,4517.81,South-West
R2PTJ8RL,DRV_2610,1356154373,1360365571,1067.01,East
P6KYW9XA,DRV_7354,1626582667,,1359.75,South-West
QXT229Q7,DRV_9493,1149497261,1164181112,4010.14,North
XUYFNMMS,DRV_9391,1335971091,1345095652,1268.08,Overseas
LW8D6QOD,DRV_4105,1443377548,1447824058,3132.17,East
RSHRBSH1,DRV_1789,1011075585,1014348912,1733.16,South-East
Q5AQYJRQ,DRV_1357,1370093271,1369190697,1611.25,North-West
TZWCD4U4,DRV_1708,1441662638,1446401398,3343.6,Central
L1SZOJRC,DRV_8173,1072321324,1080267083,4035.78,East
F2PXAGE5,DRV_6676,1303295205,1306596475,3950.83,Overseas
WMX8OHU0,DRV_9327,1627377735,1638398557,2044.17,South-East
P31EG0T2,DRV_4448,1053581140,1062595870,2540.3,North-West
UUUUUUUU,DRV_8763,1026362387,1037350304,1107.44,Central
KEAIV6ZB,DRV_3214,1525627388,1528219388,4821.27,South-West
FU76ZWXO,DRV_6945,1098461785,1100388860,2728.73,West
VGWHHKTQ,DRV_7487,1341915057,1353351244,3826.74,North
6Q5WKN7E,DRV_1662,1613819383,1627035909,2864.58,West
HCUJLC1L,DRV_8872,1187847734,1189378175,4910.26,Central
YV8B80C3,DRV_8723,1370058614,1378891450,4836.38,West
8V2E3YFK,DRV_7749,1052009452,1064028601,2799.13,South-West
WNGQOHOA,DRV1234,1592733961,1595325961,2123.35,Central
C8MDRXB8,DRV_0852,1492845002,1503092235,3619.8,Central
IPP1A86F,DRV_0656,1460473847,1463449848,4282.24,North-West
DMM6OC6I,DRV_3170,1047727557,1060625100,826.84,South-East
EGPGVTN4,DRV_4258,1540186210,1543388027,1854.25,South-East
XWS5BU3N,DRV_0457,1326638576,1332855628,3228.53,North-West
9O1XGJNG,DRV_4565,1259791231,,559.35,South-West
JG2CNJHP,DRV_3568,1119571037,1123267063,2755.26,North-West
ZKE2OJB5,DRV_7084,1204604512,1207167074,4178.46,South-West
IAQIIJNN,DRV_6774,1430957137,1436545639,769.31,Central
WCVFT9O0,DRV_1676,985594581,999149131,2673.77,South-East
8GPRQ12S,DRV_1492,1664690999,,4106.7,West
JJY94H4K,DRV_12345,1534522773,1537114773,1391.99,Central
E4NCBJM2,DRV_1398,1315654083,1320008188,1170.94,Overseas
GF6UMKKD,DRV_5711,1146407616,1152293728,4845.4,Overseas
SH1WWS6F,DRV_7744,1154202437,1160404811,457.15,North-West
0MGUM2D0,DRV_9993,1336823891,1339224329,785.3,North-East
WM9Q7FTM,DRV_4240,1244660309,1247252309,101.48,South-West
6OZAHCPR,DRV_8327,1542626735,1543217710,4305.53,West
268VOFH2,DRV_8317,1385086865,1386081334,1368.25,South-East
RMPPC3HP,DRV_4913,1183507428,1193565714,4561.08,Central
5BEKTJEP,DRV_5996,1474338884,1483681023,524.17,East
P98G4Z64,DRV_1516,1246208279,,1717.77,Central
ZVWZBRN5,DRV_4593,1056907432,1069972890,515.99,South
TGGXF2Z1,DRV_6478,1641469580,1647864009,2105.06,West
5I3IEST9,DRV_2811,1220654794,1226868737,1331.65,West
1RTSXOF3,DRV_1979,1447484950,1457052151,3155.39,South-West
UJAZNRKY,1234,1293344261,1295936261,4043.23,South-East
D0OTSMU2,DRV_4544,956615986,966895110,1259.25,West
2DIGTGU6,DRV_5512,1266580731,1276382960,4569.22,North
I08L0HG9,DRV_7550,1676141566,1678733566,3077.16,West
D03ENDQ7,DRV_8685,1583300971,1583440326,3921.96,South-West
GL2ZXJMY,DRV_2307,1528430279,1541791222,2776.18,North
A6FMOSV0,DRV_0202,1020520396,,3127.13,South-East
HVVL74C5,DRV_6219,1148997662,1154808216,4622.64,North
68JOV58T,DRV_4309,1444480490,,4277.73,North
PKE6EF92,DRV_6224,1166878157,,3107.38,North-West
HTASTQEY,DRV_3909,1248325467,1252597121,1405.51,South-West
31XQPO1H,DRV_9691,1107329681,1107736546,801.64,South
YQ9H7U8C,DRV_5488,1017684873,,1520.96,South-West
24414GGS,DRV_5439,1279842633,1295080923,2176.04,East
FC5Z5L9H,DRV_4288,1426574409,1429166409,968.21,South-West
W9O01E4Z,DRV_0951,1164775762,1173077061,3188.76,East
ZOJ42ZJJ,DRV_5366,1328136592,1343299592,2824.52,Central
5SBUARS5,DRV_2849,1079334590,1088600545,2942.33,Overseas
YB1ORQI6,DRV_4043,1059518702,1065548153,4290.61,Central
CZ42NBHO,DRV_6005,1629058664,1628210436,2337.37,South-West
O0LFA7PS,DRV_4385,990219879,,3684.27,South-East
MFME4KVF,DRV_6369,1394175349,1407726101,2749.67,Overseas
XTC1A2F1,DRV_5962,1282162144,,4649.72,West
5V7WYH1X,DRV_7374,1134338397,1144038308,4027.24,South-West
KNXMFH5E,DRV_5711,1157428587,1163012184,2203.57,West
UL10C1LP,DRV_1405,1309968553,1318764139,3744.91,South
AJY5H9WY,DRV_9067,1358018444,1360199658,1244.62,West
2ZFOPSZV,DRV_7850,1608483779,,1132.97,South-West
CW8HYV1Y,DRV_1600,1442403892,1446010487,2070.6,North-East
CY2XBVG4,DRV_6654,973351386,,2682.52,North-East
BTUFDOAP,DRV_1047,1126745330,1133693636,2258.36,North-West
5OQC5CQQ,DRV_4756,1364275560,1374887704,3009.23,North
6QDTECF0,DRV_4281,1489337198,1500438240,716.13,Overseas
US960VGA,DRV_4597,1051265078,1054825943,2665.77,Overseas
R1,DRV_6480,1343998480,1346590480,2106.25,South-West
1J6JMLBC,DRV_8062,1093342077,1096849685,1719.41,West
TTVZUXRU,DRV_2007,1013164556,1015841368,4687.06,West
GUKF1S5G,DRV_4102,1271213260,,4781.25,North-East
QD34Q754,DRV_5121,1567688900,1578104367,902.0,South-West
VP4GL7JV,DRV_7570,1454234345,1465846632,4858.45,South-West
94ZTFMER,DRV_1898,1499552169,1500510654,400.49,East
ZBXPQ5BO,DRV_2638,1040290001,1046465388,1982.81,Overseas
MDPOA8FV,DRV_0170,1173269019,1184925387,2034.45,Central
WW9LZHVE,DRV_9828,1527159223,1533603959,1530.17,Overseas
9K04KZVV,DRV_5015,1346981776,1350372934,4817.33,North
EHB9FCFH,DRV_6723,1588472879,1601552253,1850.8,Central
,DRV_2119,1120531563,1133894798,831.81,Central
F02442IK,DRV_6416,1540993739,1546590977,1684.79,Central
ZJRUMXQW,DRV_3381,1043802426,1050431136,957.62,South-East
E8BTSMAQ,DRV_3461,1485430071,1495795724,2265.1,South
WKNWNQT2,DRV_2588,1053291878,1063552469,3996.54,Central
PIYR6P4K,DRV_9796,1025551606,1037853251,3533.07,South
XHCGRYQY,DRV_5022,1628188109,,1845.85,East
JGXJ8ECC,DRV_4803,1661586513,1662044841,301.08,North-West
D6T0Z3KG,DRV_9365,1095482684,1099737875,3169.94,South-East
QBILVM4J,DRV_1343,1051388579,,1594.23,Central
FMYZUZG8,DRV_4824,1373801503,1388169798,2725.88,South-West
GJRUBIZI,DRV_8839,1588129716,1590803915,3191.12,Overseas
H84DXEUZ,DRV_2881,992601075,999694507,2774.57,North-East
93KMKZEB,DRV_6303,1574441982,1576920134,3211.49,South-East
L2R6K5U9,DRV_6176,1415065517,1421581003,2318.26,South-East
KIG5JQ80,DRV_2682,1326419891,1335034687,3686.09,Overseas
I46KA0HM,DRV_5644,1534440392,1538722439,1660.84,Central
LSPS7UK5,DRV_4435,1130095320,1134520741,3967.23,Overseas
U5K78Y0W,DRV_1726,972007533,980923442,4165.38,South-East
SEI6FT7J,DRV_1652,983257912,984693209,1825.24,North-West
K0B1FI1H,DRV_6865,1462312305,1469175901,4797.63,West
1QKBHB7S,DRV_4773,1623681208,1633437817,2311.34,South-East
70P2LR52,DRV_3473,1280038492,1286753881,2691.84,North-East
BTUFDOAP,DRV_4322,1091111399,1091581885,1453.07,South-East
WIQLD322,DRV_6150,1604283897,1610840690,3102.8,Central
PPVBQANX,DRV_7145,1573373050,1573657355,648.11,Overseas
IRDD75PK,DRV_5719,1643535203,1644549145,1446.97,North
H8G8T922,DRV_6867,1183997661,1186132459,1787.02,North
OCMC9DJP,DRV_4056,1377837755,1382013823,326.0,North
1ZQ8DAYD,DRV_0763,1565171272,1576812974,825.4,West
T9450XPO,DRV_8143,1610957185,,3869.36,Overseas
4TS2D3P6,DRV_9334,1358690381,1365391958,4753.14,South-East
W4GRX404,DRV_4835,1501371251,1515861875,1985.6,West
FHJ4D0JM,DRV_6056,1134119324,1142311686,4336.71,East
LP23MXOI,DRV_4919,1469533402,1471775028,1229.67,North-West
ADOV9WD0,DRV_9206,1192052003,1201939520,3847.32,Overseas
ALOJU6B7,DRV_12345,1051981570,1054573570,2063.01,West
8JWWDXVU,DRV_1082,1097867012,1102469920,3431.36,North-East
K9U1TK6N,DRV_5653,1613707682,1620161407,1628.22,East
7Y5R7UG4,DRV_9243,1284882633,1285310692,1851.13,North
QZFFFEPF,DRV_6377,1031047530,1043516361,4401.47,East
MI8QUNKS,DRV_1296,1682892586,1697054169,852.9,South-West
W3GTNO9R,none,1267665147,1270257147,4392.87,South-East
TXINB1GB,DRV_2643,1259407490,1271592049,3636.81,Central
0PVYEPZN,DRV_4717,1555006717,1558188119,3898.33,North
1ENA4PDE,DRV_1767,975259771,988983078,2251.89,North
5Q57TE8T,none,1454871154,1457463154,3214.11,South-East
F0GN99NV,DRV_8177,1456635491,1466466768,2779.35,Overseas
X263LYAU,DRV_9084,1405592749,1412197837,3941.02,East
BOHE8Y37,DRV_4391,1612963615,,4867.36,Overseas
IBTPOBIP,DRV_7089,1126014714,1127230433,2467.46,North
CE9I9WRI,DRV_8194,1463638844,1469816528,2585.09,South-East
PH9JBI3P,DRV_5257,1458515971,1462358029,3571.69,East
GUTJFICL,DRV_2322,1490111942,1493567942,4091.73,South-West
P8EQ8C53,DRV_1003,1136110271,1137655507,2131.08,South
CAECRTSI,DRV_0141,1087331936,1094619971,2079.41,Central
