transaction_id,vin,fuel_liters,odometer_reading,timestamp
TXN_0071671,YUKT5B1Y,335.09,30085,2020-07-07 06:24:02
TXN_0039808,Y5GLAIDG,42.35,190272,2020-04-07 22:45:05
TXN_0065252,LI29O2NX,113.25,81777,2020-06-18 09:29:02
TXN_0066242,VVCYJUGH,283.47,239366,2020-03-28 19:28:01
TXN_0033988,8S63E1OC,296.31,140218,2020-03-11 22:03:06
TXN_0019813,HZPYGTTW,214.01,22174,2019-12-28 16:49:53
TXN_0086605,AX985I0H,132.97,274504,2020-06-06 08:14:55
TXN_0044806,22RMXEND,342.66,198837,2020-01-30 19:40:39
TXN_0035912,7SNYOENI,335.55,60532,2020-01-22 07:09:10
TXN_0064559,E5IO3MP1,92.01,115090,2020-03-13 20:25:54
TXN_0076722,SBNU69IM,"131,93",301781,2020-05-17 06:00:24
TXN_0074103,M4SMZOCX,124.3,59244,2020-04-03 14:18:51
TXN_0078275,E46VVQHY,317.54,93494,2020-05-20 16:32:05
TXN_0070153,6X4KY8YF,84.66,145021,2020-05-10 20:11:12
TXN_0051197,SMPD9TYD,305.53,143702,2020-05-26 00:33:39
TXN_0062417,JQVIC0FO,158.52,158649,2020-07-07 08:23:25
TXN_0008791,UYHTZORI,237.98,27989,2019-12-18
TXN_0086736,FIOKS4A6,170.98,289543,2020-04-19 19:11:06
TXN_0072326,2UTY4QUM,346.25,107057,2020-07-10 22:16:38
TXN_0016294,2A5I8JNB,324.28,81268,2020-03-03 08:30:19
TXN_0017340,FQRD3AFE,265.08,214091,2020-02-04T04:43:12
TXN_0057911,Q8ZJ7725,123.83,296475,2020-02-06 01:29:40
TXN_0055373,DJE3QF7T,345.94,110362,2020-03-08 01:32:23
TXN_0035869,JJNTHMT9,311.95,185603,2020-01-17T08:41:08Z
TXN_0093419,N/A,212.49,230030,2024-10-24 10:22:24
TXN_0023204,NET34N3E,392.78,259782,2020-01-20 17:45:27
TXN_0010768,CKC3OTUD,302.89,83396,2020-01-09 00:55:52
TXN_0034878,0AAII7L6,68.55,150383,2020-02-17 08:42:33
TXN_0091782,0HGSC2GL,287.33,30413,2020-05-20 14:07:57
TXN_0044607,DC3J7GKO,352.94,159474,2020-03-31 06:09:42
TXN_0070525,Z2ABPT2A,170.7,258409,2020-04-11 19:37:13
TXN_0012247,MJYGQ6ZC,387.16,84998,2020-02-01
TXN_0024059,QDFKT6E6,311.57,75324,2020-02-01 11:46:12
TXN_0031130,LE1QXRJB,74.51,79081,2020-01-07 06:35:18
TXN_0003279,1WOO0HLL,286.03,256447,2019-12-27 15:33:13
TXN_0022964,TAIECEVS,179.44,128632,2020-04-08 07:14:22
TXN_0014317,ZOOH3YRG,365.64,296124,2020-02-13 15:07:36
TXN_0004791,XL0URZ1P,319.89,23690,2020-01-15 00:04:40
TXN_0003766,HLEK8D3J,78.72,31196,2020-01-14 00:27:39
TXN_0004896,EJSLZVUH,112.25,59383,2020-01-29 07:37:46
TXN_0000086,95IG9SZ3,170.37,130988,2019-12-25 14:10:24
TXN_0009372,8ISGAZLJ,50.86,68856,2020-01-14 03:25:30
TXN_0012586,Q4SM1560,197.32,212537,2020-01-25
TXN_0069084,KNYSGOHK,175.78,268563,2020-02-25 17:29:06
TXN_0011795,NXBAO5Y9,353.32,240773,2020-01-15 11:17:59
TXN_0029138,GHW9X5T5,61.84,238787,2020-01-31 12:24:43
TXN_0066020,5BHJ3KFX,101.01,38729,2020-06-12 09:47:12
TXN_0018067,UQHR4P2H,288.81,21219,2020-03-14 15:25:34
TXN_0045075,N2OJGFHZ,166.12,22527,2020-05-09 00:59:00
TXN_0042336,FC0TR58P,46.06,262345,2020-02-10 00:59:06
TXN_0053795,L7KENH3I,255.26,220183,2020-02-19 16:29:37
TXN_0019426,9K04KZVV,207.49,253679,2020-03-07 19:39:30
TXN_0090659,N44FBV46,264.59,111084,2020-06-16 09:20:52
TXN_0037046,TLQ4T6F1,210.52,188413,2020-03-09 12:41:10
TXN_0031771,R6EDBZN9,157.17,228652,2020-02-01 21:31:03
TXN_0049601,MPGNU5R6,157.6,214580,2020-01-27 13:37:09
TXN_0016184,MBWCGH5S,323.64,102296,2020-01-08 20:53:42
TXN_0062207,K6O81YRI,280.49,160897,2020-02-19 00:31:38
TXN_0060137,9DXJ37C9,183.38,49291,2020-07-21 12:11:20
TXN_0088961,973T87YM,373.41,179083,2020-10-27 14:16:29
TXN_0027449,T9FK4LD6,91.46,57555,2020-03-11 02:24:07
TXN_0066996,QGDNQLBA,316.14,83725,2020-04-21 16:30:53
TXN_0024147,55IF3BQ0,71.15,108990,2019-12-30 01:10:53
TXN_0097160,MMQEBBEL,3568.37,102,2024-04-09 16:18:22
TXN_0001581,GEVOKQY9,98.29,146691,2019-12-19 05:32:42
TXN_0071049,UQ9GYNSZ,321.34,47693,2020-07-01 18:01:59
TXN_0055142,TSKNU9XH,190.99,70515,2020-03-10 20:40:25
TXN_0051665,3XIK6NRA,89.65,41060,2020-02-03 10:29:32
TXN_0046084,4ZLHY2B0,286.08,300525,2020-02-06 19:31:55
TXN_0034626,BGTWXSAB,65.32,120679,2020-02-11 03:30:27
TXN_0047002,31ZR7KQ9,130.32,125330,2020-02-04 17:12:08
TXN_0070026,PWSKV4W6,221.3,305707,2020-03-09 17:05:40
TXN_0040162,OT4D49PQ,119.89,196775,2020-06-17 10:21:21
TXN_0054280,K2LSLAYM,94.6,257621,2020-04-01 11:28:08
TXN_0000400,KBG0IM28,139.11,74314,1577241428
TXN_0085305,78DCPWL6,280.47,293860,2020-05-28 17:42:27
TXN_0033634,ORFSL0JJ,129.16,288385,2020-01-01 13:47:25
TXN_0067257,OVT7WJHH,74.83,49155,2020-04-01 03:51:40
TXN_0093587,R1,363.63,482028,2024-03-06 14:41:59
TXN_0010655,CWR1H8NT,350.81,101277,2020-01-29 07:39:07
TXN_0009416,CKTF6LN8,344.15,217778,2020-01-06 08:45:34
TXN_0050679,TK7S1OQO,378.2,246163,2020-04-03 18:10:37
TXN_0075651,WDXSDC4C,79.91,41196,2020-03-25 02:46:07
TXN_0000018,VB6P325N,324.78,291993,2020-01-03 07:30:01
TXN_0040867,QSCFVZ2C,109.64,240221,1582460263
TXN_0061949,SVG0LOSU,232.15,291884,2020-05-06 17:49:48
TXN_0074877,HLO8XLXL,48.98,158239,2020-03-31 16:06:12
TXN_0028477,XD6LQGA3,45.71,110359,2020-01-25 18:28:06
TXN_0056858,ULLP5EP3,321.67,234987,2020-04-01 06:23:30
TXN_0032260,JS9ED4AY,219.06,217379,2020-01-04 08:04:50
TXN_0095810,DSEP5WMN,-16.81,307253,2025-11-10 01:06:47
TXN_0089537,7V7JMKJL,361.43,33084,2020-07-18 01:18:57
TXN_0089222,I1S9CSG0,68.76,110868,2020-06-30 01:56:41
TXN_0025094,GGJ8WV0M,118.79,115001,2020-01-28 15:00:40
TXN_0002832,QU3054OU,55.1,30997,2020-01-21 09:21:16
TXN_0095819,1CQFTX0F,-5.33,482649,2021-11-17 12:25:07
TXN_0027755,L9BGDYBO,218.48,134970,2020-01-07 17:55:44
TXN_0045232,XGH30153,"137,86",65109,2020-05-19 12:34:56
TXN_0029109,6LAII0AI,344.13,61065,2020-05-15 06:45:32
TXN_0046997,AVSL4N1Y,242.19,170935,2020-03-05 02:56:47
TXN_0039098,G2MVKGCE,346.27,64842,2019-12-29 05:08:17
TXN_0027344,PVZHSZ6J,334.87,171964,2020-01-01 09:25:18
TXN_0067219,DPI3UZ0G,307.22,79997,2020-03-06 17:11:41
TXN_0096085,9NGH3L8X,9530.82,441904,2025-04-28 01:30:03
TXN_0091227,LPOYI069,327.55,227440,2020-08-02 17:45:53
TXN_0084979,GR83F5U5,294.41,251191,2020-06-13T21:56:27+05:30
TXN_0089990,78NRXVOB,117.52,120397,2020-07-04 17:42:40
TXN_0055118,Y3WGXQM5,35.94,245860,1585182555000
TXN_0021176,EGPGVTN4,70.73,241824,2020-01-28 23:34:24
TXN_0085728,CUVFMH07,61.98,127866,2020-05-16T11:07:13
TXN_0078925,TE32PEZX,"175,76",31272,2020-05-16 09:23:24
TXN_0089362,R5OBV5T3,323.22,152407,2020-03-04 04:28:57
TXN_0077091,96UPB22O,214.91,138455,2020-03-24 21:42:46
TXN_0058604,4ZMH43NV,138.74,234331,2020-03-08 17:30:20
TXN_0082496,TTTTTTTT,54.38,269366,2021-01-06 21:52:14
TXN_0034027,ZSUZPO0Z,370.32,213797,2020-05-01 09:39:40
TXN_0036900,8F4P828J,336.67,30244,2020-04-30 11:09:47
TXN_0086933,7OFHEPN3,40.77,262531,2020-08-22 18:53:26
TXN_0055040,RTT097OQ,366.39,145503,2020-04-21 13:30:43
TXN_0026069,5M92NL6W,292.35,75334,2020-01-02 21:05:05
TXN_0013333,K2OZ8GJB,382.27,79504,2020-03-21 01:10:39
TXN_0077717,19NR2I2J,277.38,258755,2020-03-03 08:35:48
TXN_0091581,TBPM32HN,352.42,287307,2020-07-30 10:33:51
TXN_0034333,8V2E3YFK,41.76,73016,2020-03-19 02:46:11
TXN_0075783,IW5XNQDZ,209.73,233238,2020-05-13 01:35:59
TXN_0050100,AT1REW1V,"343,38",116347,2020-05-08 06:00:18
TXN_0043369,GGSPAJLR,360.02,301926,2020-03-18 06:58:58
TXN_0063975,EOYUN445,336.9,80215,2020-03-06 08:08:30
TXN_0039261,TA6UF6GK,306.46,85125,2020-03-04T19:28:59
TXN_0073726,JNS4JIHT,277.08,121566,2020-03-07 14:57:25
TXN_0019898,14DYMWPF,301.2,298659,2020-01-01 07:45:50
TXN_0092864,F6MEFVQC,339.51,189064,2020-04-27 19:09:43
TXN_0071719,WDQ6LPWL,334.51,128723,2020-04-25 10:28:50
TXN_0054071,1077SCMO,387.93,289679,2020-05-24 04:59:40
TXN_0064385,PGGCBI6Q,304.87,285220,2020-03-16 13:33:40
TXN_0048214,YL097673,103.41,101996,2020-04-14 04:20:21
TXN_0088171,27OBA89F,197.36,90027,2020-05-26 20:21:05
TXN_0010990,RSJW5O8M,139.69,27263,1579191971
TXN_0083487,QK06HOI9,"164,1",146068,2020-05-26 04:30:49
TXN_0052546,VI37WAZ5,396.04,237972,2020-01-28 10:55:36
TXN_0055566,1RDNF4X1,253.65,171394,2020-02-25 23:08:17
TXN_0020524,9XPSEIMV,140.18,36168,2020-01-28 03:48:56
TXN_0071538,ONRRLRNR,264.08,160350,2020-03-01 12:32:43
TXN_0012397,13JF46DE,308.93,169603,2020-03-03 16:35:19
TXN_0059193,4JYMUJQP,298.91,257440,2020-05-14T07:33:47+05:30
TXN_0055033,UI75YJF6,119.39,139171,2020-05-08 03:10:32
TXN_0046042,LKZC99NS,174.18,211573,2020-04-17 23:09:06
TXN_0013825,I9TANZR2,375.63,140123,2019-12-25 07:46:07
TXN_0050218,6RISBC7F,256.62,221314,2020-04-19 10:33:10
TXN_0004814,10778KKY,74.91,221834,2019-12-25T04:30:03Z
TXN_0060981,3XHS18EW,281.8,284937,2020-04-25 13:28:15
TXN_0007103,8HJK0XYS,"173,22",57086,2020-01-15 11:07:23
TXN_0057714,1AJO091C,343.37,296146,2020-04-06 09:33:57
TXN_0024349,IHSQ8LH1,344.24,141722,2020-03-05 23:26:51
TXN_0079736,HRKMW74G,144.81,41063,2020-03-15 14:06:12
TXN_9500016,IE5JU69T,118.98,101843,
TXN_0084484,5M3SITCI,87.54,139341,2020-03-31 04:48:35
TXN_0091194,73QW522H,291.98,59343,2020-06-03 00:19:09
TXN_0053116,7LXMZKG8,251.54,157892,2020-03-19 02:43:15
TXN_0034625,EA4D1MWA,349.81,196970,2020-03-07
TXN_0047517,24TIGF3F,86.68,58773,2020-04-09 22:20:05
TXN_0081239,V75D3NMY,228.98,102292,2020-09-03 20:44:11
TXN_0043150,3DI2ZG88,104.39,19280,2020-01-14 22:09:51
TXN_0028949,R38EZ7ZA,390.47,87925,2020-03-25 01:40:05
TXN_0076751,QFU0RG1S,81.9,122281,2020-02-25 22:51:50
TXN_0086854,TGSIVHXL,52.01,196089,2020-06-14 12:03:57
TXN_9500090,3NHKQHDL,128.85,148464,
TXN_9054837,4IM84MCZ,178.64,308491,2022-10-06 00:02:41
TXN_0029106,08L8CEJE,243.43,49559,2020-01-23T03:15:04+05:30
TXN_0070512,EDGS6FAX,186.65,250006,2020-03-18 15:17:57
TXN_0083569,40NPSMHV,94.02,188196,2020-07-18 03:58:02
TXN_0069593,7VBJRBZJ,384.33,222123,2020-08-19 15:03:17
TXN_0028264,RVA7MUDE,220.51,90373,2020-02-14 11:26:33
TXN_0043870,1O3TO7CO,365.76,297899,2020-02-04 11:53:14
TXN_0047127,FNZQ7I7D,222.01,278205,2020-02-25 17:15:55
TXN_0064439,A3O5U56T,392.01,96117,2020-04-21 16:15:30
TXN_0034766,RLWPOECQ,172.79,125491,2020-03-04 00:20:02
TXN_0006138,0YV8ZLNL,163.04,197411,2020-01-18 03:55:00
TXN_0074144,XNJ01V1P,172.53,279916,2020-03-20 08:15:19
TXN_0030895,KG2QLPA2,211.62,114471,2020-03-11 12:33:10
TXN_0040161,NG0APSAL,37.87,55202,2020-02-03 21:54:53
TXN_0095462,2JS9TZYZ,-18.88,150964,2025-11-10 22:51:11
TXN_0044349,WLLXPJQ1,357.35,170415,2020-05-03 19:54:19
TXN_0001368,WGXR7VAD,291.03,251911,2020-01-17 00:04:34
TXN_0091765,HVY3NUKO,215.17,276703,2020-05-21 05:55:11
TXN_0043442,5025CNL7,55.52,48216,2020-02-07 10:29:02
TXN_0038374,F2T23RVZ,162.57,284261,2020-02-02T06:20:21+05:30
TXN_0074333,F5L25R1O,299.45,72790,2020-04-11 16:15:14
TXN_0078993,GYZTHQSE,"288,86",293879,2020-06-07 11:00:47
TXN_0059553,08ZVBE5O,"143,07",115245,2020-02-08 19:31:07
TXN_0028491,2OTG5ADG,164.28,78140,2020-02-09 00:18:12
TXN_0053764,L7KENH3I,219.86,218701,2020-02-09 15:26:19
TXN_0021320,DMCYR1YW,212.92,210539,2020-02-05 05:02:14
TXN_0058810,IUNIDI40,390.66,299532,2020-03-31 06:28:57
TXN_0025484,1VOB9AU0,"332,03",236435,1581626241
TXN_0072760,P6X4N5J8,162.2,189684,2020-01-23 10:34:44
TXN_0097419,WJND5935,226.87,95134,2020-04-08 16:39:36
TXN_0093778,AB,308.56,36080,2022-02-27 01:49:14
TXN_0017417,BNP84DYT,46.66,282636,2020-01-08 17:45:14
TXN_0008333,UN2KTVV0,135.4,197950,2020-02-21 00:47:42
TXN_0031999,ZA9TGTJB,277.12,206620,2020-01-31 21:14:03
TXN_0000401,8UQNEGP7,238.28,22506,2019-12-29 02:24:17
null,OLN5W71Z,178.07,472014,2024-01-03 02:20:53
TXN_0002403,AUNEO5CH,75.9,147668,2020-01-05 17:36:28
TXN_0041920,RVI1PY0B,125.42,274110,2020-02-06 22:02:53
TXN_0036133,IMG6M88B,89.75,26460,2020-03-04 08:34:09
TXN_0059794,LXQ380K8,46.53,226321,2020-04-29 14:47:31
TXN_0002799,QPPL7LIM,284.79,91218,2020-01-17 13:29:45
TXN_0051718,9AJT3VG2,"110,93",276615,2020-02-25 23:12:11
TXN_0051941,4SRRJIJQ,334.44,120741,2020-03-10 12:50:01
TXN_0065003,E715JG73,166.1,53488,2020-05-04T13:08:06Z
TXN_0083503,8S1KYJ4V,213.22,265088,2020-05-31 03:11:24
TXN_0029100,UJSDO1VM,208.24,22340,1578770236000
TXN_0074167,ZIO900YS,45.55,259436,2020-08-09 04:34:29
TXN_0061060,3NHKQHDL,53.88,216448,2020-03-08 03:55:01
TXN_0081091,FK4YR0YP,381.42,161438,2020-05-16 00:44:52
TXN_0021638,N327CTUS,379.06,265893,2020-01-11 16:37:57
TXN_0004168,OFJ641OK,380.57,217599,2020-01-06 10:30:31
TXN_0072137,0Y7FLMNA,247.32,231812,2020-04-11 16:02:42
TXN_0028674,Y0TR2ZIK,244.34,33723,2020-02-14 17:52:23
TXN_0057590,FVEXYGT7,51.4,273359,2019-12-26 20:53:29
TXN_0040041,779C85AF,66.79,28666,2020-01-11 02:18:30
TXN_0027700,E1KJ9IO2,355.76,104016,2020-01-04T06:03:13+05:30
TXN_0004523,CEKKLMSZ,326.59,72294,2020-01-20 06:16:21
TXN_0002673,9ZUBCG04,64.76,279369,2020-01-17
TXN_0096139,3FQO2WJZ,9108.1,218316,2023-03-29 10:51:07
TXN_0028286,Q722J34B,57.4,246526,2020-03-31 18:27:08
TXN_0052831,WGWPMRXT,38.69,83958,2020-04-05 08:31:47
TXN_0028914,PFQSFQI0,129.65,56384,2020-02-09 03:35:01
550,PVAIHALF,306.21,98200,2025-07-17 17:01:04
TXN_0051337,1W43JIBI,174.4,304144,2020-03-12 01:26:16
TXN_0043586,RN7NMK46,389.99,110156,2020-01-29 00:40:46
TXN_0020787,OE0NEDHN,69.84,287300,2020-01-17 09:41:03
TXN_0090947,925NGKQC,93.78,211722,1590504892
TXN_0039812,V2EBYXMZ,174.61,46164,2020-04-22 18:29:53
TXN_0006668,SJWW1RFE,"255,31",128799,2019-12-06 09:42:11
TXN_0048707,2FHIZSU2,33.03,163769,2020-02-28 21:28:47
TXN_0017689,9VEWZZ83,130.61,248811,2020-01-08 13:34:16
TXN_9617722,1DZ0OX2G,60.03,91842,2025-01-02 16:24:52
TXN_0088266,GS6Y6AQJ,249.97,86640,2020-05-08 08:53:56
TXN_0031091,VIVN3UC7,62.25,32167,2020-02-10 15:58:36
TXN_0018918,5UKNHMFH,"192,7",176577,2020-01-22 17:32:54
TXN_0091912,OKVNCA1P,282.42,147757,2020-02-16 08:29:41
TXN_0032060,X0B3CIPT,137.65,64267,2020-02-18 13:59:19
TXN_0087553,Y28N3CQF,84.84,145191,2020-05-31 06:38:43
TXN_0027287,UIU6FBUW,170.93,187294,2020-01-26 03:25:10
TXN_0023309,9JWAPODO,30.56,283166,2020-01-27 07:05:56
TXN_0006254,4RAG6KB9,347.84,186898,2020-02-18 15:43:14
TXN_0083339,F32M3XL7,171.65,206343,2020-06-15 05:33:06
TXN_0021681,DUWAW20G,36.22,128426,2020-01-18 14:11:43
TXN_0004628,8OICUXT6,303.93,215318,2020-01-17 04:03:21
TXN_0017721,LJ8XTXE0,160.22,243060,2020-02-17 17:48:49
TXN_0017870,4Q34B2NC,210.05,127954,2020-03-13 20:05:06
TXN_0028738,C00UH6OD,230.81,23084,2020-02-26 04:47:16
TXN-0001234,4ZLHY2B0,170.44,111219,2023-04-14 11:38:14
TXN_0037464,LMJIUBVD,153.05,34519,2020-01-30 18:13:26
TXN_0012552,UN2KTVV0,"160,78",200782,2020-03-03 12:05:20
TXN_0079274,4V1FJ2AO,220.42,236105,2020-04-03 06:09:04
TXN_0018692,FMX9IYHO,304.11,159783,2020-01-17 16:54:06
TXN_0089919,S2SLR4EH,195.9,283145,2020-06-05T02:20:51
TXN_0012715,LIFI3OSH,230.86,126757,2019-12-27 04:26:24
TXN_0015979,LSBX6YMV,366.0,246486,1581754652000
TXN_0059876,18YW1DGT,311.96,212481,2020-04-01 20:51:15
TXN_0084811,I3OK26VM,192.32,288071,2020-06-09 14:51:14
TXN_0027600,A5VV4ADY,395.35,53071,2019-12-24T19:47:12
TXN_0007275,U7Q7HR8F,141.78,110379,2020-01-09 19:15:25
TXN_0057063,33FR30P9,140.86,291618,2020-02-01 10:12:19
TXN_0001874,1M3YL7WC,207.72,278644,2019-12-26 04:10:39
NONE,CTDG7V3H,224.32,461921,2021-07-20 15:39:15
TXN_0082513,BQJW3E1A,294.91,254372,2020-04-24 20:38:23
TXN_0020397,677DT1WV,396.35,98498,2020-01-02 03:05:18
TXN_0041615,LTZQWDYV,"186,76",222670,2019-12-12
TXN_0054373,E2YE38D1,84.31,67351,2020-01-10T02:24:59+05:30
TXN_0045524,LWI6OEB1,136.3,277857,1580808703
TXN_0010544,EVU2J9P1,83.84,85157,2019-12-25 18:51:56
TXN_0005522,0APOTXTF,142.19,167702,2020-01-18 17:15:20
TXN_0086010,ZUHFBEGG,120.49,304795,2020-05-22 10:04:28
TXN_0062045,FK84RPU9,35.96,228797,2020-04-02 05:04:30
TXN_0083089,CV2WPHJ1,210.91,302932,2020-06-01 01:58:59
TXN_0090690,5VB1T5C2,80.39,310057,2020-03-17 02:54:40
TXN_0018580,HCBN9WSZ,274.72,16591,2020-01-04 20:34:31
TXN_0029053,06IAJ8JR,30.58,102244,2020-01-14T13:26:04+05:30
TXN_0084579,4BICZL7L,"294,48",45576,2020-06-30 17:19:14
TXN_0092761,ZLBORIQ8,44.66,280954,2020-04-08 18:08:56
TXN_0095710,PDL1BVL5,-7.22,458316,2021-07-20 22:49:53
TXN_0069258,MER6A953,338.49,70675,2020-03-15 06:27:20
TXN_9500221,ROTSV22H,100.46,258911,
TXN_0067745,HWKNP8B9,375.52,226559,2020-04-15 05:54:34
TXN_12345678,1BOCHTCX,91.73,167068,2023-06-18 19:18:19
TXN_0044949,AEJGS5JV,298.42,53280,2020-02-07
TXN_0050351,583GQVBI,118.97,30543,2020-02-25T18:53:10Z
TXN_0042993,JM7VUQP5,228.52,98903,2020-02-10 22:11:43
TXN_0028004,0E7450J4,53.64,105576,2020-01-08 17:35:12
TXN_0059951,G9LRTSR6,296.85,254961,2020-05-17 16:24:36
TXN_0037610,UHPO9LQY,142.17,122438,1581018097
TXN_0037852,NH81TJRT,153.22,296776,2020-01-19 02:57:28
TXN_0062886,Q3CYBYC4,"48,67",310282,2020-04-28 06:55:40
TXN_0004562,ZHF0JAHZ,348.57,277202,2019-12-28 12:38:14
TXN_0051387,BQT8HH10,256.42,289430,2020-04-21 14:10:42
TXN_0045177,DUUC90VS,354.06,95374,2020-01-16 02:14:45
TXN_0083289,QGDNQLBA,173.52,85996,2020-05-09 11:49:21
TXN_0060623,14W35F2E,277.87,217100,2020-04-12 18:11:18
TXN_0070797,R0IFEJ5V,175.79,138520,1594937199000
TXN_0067234,RKCLK0N4,30.29,247080,2020-05-19 13:56:53
TXN_0056987,G8KJS7BB,"203,66",204916,2020-03-01
TXN_0035848,4QV963OM,218.26,108170,2020-02-27 17:55:52
TXN_0000379,E90P53NF,231.89,291919,2019-12-25 02:44:34
TXN_0054581,MS8XL762,106.46,244177,2020-04-02 21:32:49
TXN_0037816,NRHUOY9O,324.17,290852,2020-01-28 18:02:14
TXN_0054254,1PAJEHXR,232.23,297569,2020-01-27 00:44:31
TXN_0036408,1PO9O2M4,249.16,140732,2020-05-03 20:47:37
TXN_0086055,GL5XV9CP,293.08,25228,2020-04-23 13:17:07
TXN_0085519,24CPHKG5,144.44,261719,2020-04-20 14:22:15
TXN_0067787,93ZWU9IJ,178.86,176408,2020-03-14 07:13:10
TXN_0004068,MQ5VZ3TW,77.86,74571,2019-12-24 04:52:09
TXN_0089973,FXZZZ1C0,383.18,267977,2020-06-28 15:22:17
TXN_0076202,0G9F4OVK,240.6,252000,1581915783
TXN_0014622,J0RYY4GI,263.44,20536,2020-01-20 07:56:03
TXN_0005247,IFFAJX39,352.16,289802,1576078644000
TXN_0074887,K7XUJ6AD,260.65,165406,2020-04-01 17:53:57
TXN_0032583,C0LDJ2QL,195.58,179921,2020-02-29 06:40:32
TXN_0090921,7V7JMKJL,325.72,34394,2020-07-23 07:39:10
TXN_0065670,8ZMMXX1C,149.8,56998,2020-05-31 23:26:37
TXN_0000139,9MEN3SHJ,"255,66",299214,2019-12-17T12:38:41Z
TXN_0032160,B7IAADDW,338.93,196365,2020-04-01 05:42:12
TXN_0000917,6LAII0AI,336.48,51343,2019-12-31 00:19:52
TXN_0012408,55MUBZU2,50.47,57323,2020-01-27 11:07:37
TXN_0010930,LLKBHF73,159.87,275869,2019-12-23 23:53:12
TXN_0026831,HJ7HC89I,361.73,305029,2020-03-04 04:48:46
TXN_0058133,D16YD6MO,150.55,182327,2020-04-05 06:31:49
TXN_0062967,ZRI520JM,92.59,47184,2020-07-13 14:34:47
TXN_0019275,FPN1BBMF,181.8,27859,2020-01-01 19:15:28
TXN_0086215,R92R6NEM,"289,1",195637,2020-09-16 08:16:45
TXN_0087512,8YJ9AA9P,152.22,138662,2020-05-20 11:39:14
TXN_0097080,78FPYA4Q,1358.52,593,2020-02-13 23:44:37
TXN_0047582,00000000,47.96,331941,2023-03-25 02:00:37
TXN_0075596,97AHU0WU,297.89,23999,2020-05-08 13:49:21
TXN_0014154,DJIOU2H3,233.05,241111,2020-01-21 12:11:19
TXN_0080672,0MCB9B1Z,160.58,88089,2020-03-23 04:54:38
TXN_0053144,VQAL7JMI,232.5,150982,2020-03-14 04:02:47
TXN_0084807,WRCQLA6M,106.68,153377,2020-07-24 04:13:07
TXN_0050863,PE6WTLRJ,280.71,205897,2020-03-16 07:11:37
TXN_0093034,nan,261.5,285371,2026-03-20 22:22:04
TXN_0009735,V6XGZ7CT,182.54,243324,2019-12-22 12:36:44
TXN_0093649,ABCDEFGHI,129.93,409048,2024-01-24 17:07:33
TXN_0013631,FCR5V730,"173,73",144009,2020-01-28 10:18:43
TXN_0046587,CMLE1FGU,160.88,82554,2020-05-03 14:32:49
TXN_0055226,GOGTHC3V,310.04,140220,2020-04-10 18:45:45
TXN_0004469,FVL03DUT,32.55,30087,2020-01-05 11:50:46
TXN_0019887,KV0N4H2A,124.61,120089,2020-01-05 12:04:29
TXN_0038084,UM330BOQ,265.9,31486,2020-02-08 13:05:04
TXN_0044929,LHPPU1RI,221.87,225104,2020-05-14T21:20:21
TXN_0066956,NBE1VJAR,199.91,249308,2020-06-28 10:00:16
TXN_0083476,NFQV2174,304.83,113775,2020-06-13 10:03:36
TXN_0024970,FAHV5T3V,135.56,92409,2020-02-04 00:55:43
TXN_0084879,Y7ZJC7R1,207.51,255266,2020-07-11 08:13:15
TXN_0085511,V0BPN8U3,"316,31",142016,2020-03-13 18:55:29
TXN_0076522,RX6TP9QO,314.23,81636,2020-05-05 20:42:59
,AKL1VVBG,49.4,459488,2020-01-30 23:19:34
TXN_0090573,N3UXJ1N5,171.06,182626,2020-02-28 10:40:51
TXN_0016454,PPOLXL0G,91.91,19795,2020-01-15 09:51:19
TXN_0021362,61CR197G,50.54,65530,2020-01-28 15:24:51
TXN_0040979,3IWUG6RT,83.83,167671,2020-04-18 17:43:17
TXN_0039885,5RJN2HZ2,219.44,113206,1585701331
TXN_0067699,JR5R39ZU,90.41,176784,2020-04-26 18:06:19
TXN_0053502,ZHCZJDZ6,205.04,177810,2020-02-26 01:32:19
TXN_0012842,JVF1R3W3,177.89,161701,2020-01-21 18:20:45
TXN_0086052,7O0GXAPL,301.33,296521,2020-06-04 06:37:30
TXN_0091731,OU266JVJ,34.82,44474,2020-05-01 15:39:05
TXN_0014234,UCHM6YP8,388.74,187754,2020-02-14 18:24:13
TXN_0045896,HD82P5EJ,39.44,20874,2020-03-23 05:36:50
TXN_0002716,ARCS0IYY,265.67,175863,2019-12-26 17:24:29
TXN_9140643,FIOKS4A6,221.52,270891,2026-04-28 23:08:29
TXN_0069384,1FB0GQ3A,167.33,130015,2020-03-27 20:27:50
TXN_0086707,7OOARABO,181.05,256041,1587290125
TXN_0017780,E0QH1XJN,173.35,88200,2020-01-31 04:13:56
TXN_0079007,FF2HTB2Y,240.63,110813,2020-05-04 03:43:11
TXN_0064500,ROYMM7SE,32.69,60155,2020-03-22 22:10:48
TXN_0007693,PB1TR0MZ,240.65,172773,2019-12-20 02:00:00
TXN_0066878,ZO3N6LO8,171.97,109366,2020-02-07 07:06:26
TXN_0033103,RGREWDS0,74.54,195082,2020-04-06 03:20:41
TXN_0026891,WLOK7GBU,341.56,52786,2020-01-23 04:34:00
TXN_0075993,X4NTQVNM,137.29,256855,2020-06-18 17:24:55
TXN_0013321,GARYE2KQ,165.87,269681,2020-01-28 06:25:12
